,atm,bank_x,bench,bus_station,cafe,car_wash_x,charging_station,cinema,fast_food_x,fuel_x,ice_cream,kindergarten_x,library,loading_dock,parcel_locker,parking,pharmacy_x,place_of_worship_x,post_office,recycling,restaurant_x,school_x,apartments,arts_centre,bank_y,car_rental,car_wash_y,chapel,church,commercial,conference_centre,construction,courthouse,detached,doctors,farm_auxiliary,fast_food_y,fire_station,fuel_y,garage,hospital,house,industrial,kindergarten_y,office,outbuilding,pharmacy_y,place_of_worship_y,police,presbytery,public,residential,restaurant_y,retail,roof,school_y,service,townhall,train_station,warehouse,yes,atm_neighbour_count,bank_x_neighbour_count,bench_neighbour_count,bus_station_neighbour_count,cafe_neighbour_count,car_wash_x_neighbour_count,charging_station_neighbour_count,cinema_neighbour_count,fast_food_x_neighbour_count,fuel_x_neighbour_count,ice_cream_neighbour_count,kindergarten_x_neighbour_count,library_neighbour_count,loading_dock_neighbour_count,parcel_locker_neighbour_count,parking_neighbour_count,pharmacy_x_neighbour_count,place_of_worship_x_neighbour_count,post_office_neighbour_count,recycling_neighbour_count,restaurant_x_neighbour_count,school_x_neighbour_count,apartments_neighbour_count,arts_centre_neighbour_count,bank_y_neighbour_count,car_rental_neighbour_count,car_wash_y_neighbour_count,chapel_neighbour_count,church_neighbour_count,commercial_neighbour_count,conference_centre_neighbour_count,construction_neighbour_count,courthouse_neighbour_count,detached_neighbour_count,doctors_neighbour_count,farm_auxiliary_neighbour_count,fast_food_y_neighbour_count,fire_station_neighbour_count,fuel_y_neighbour_count,garage_neighbour_count,hospital_neighbour_count,house_neighbour_count,industrial_neighbour_count,kindergarten_y_neighbour_count,office_neighbour_count,outbuilding_neighbour_count,pharmacy_y_neighbour_count,place_of_worship_y_neighbour_count,police_neighbour_count,presbytery_neighbour_count,public_neighbour_count,residential_neighbour_count,restaurant_y_neighbour_count,retail_neighbour_count,roof_neighbour_count,school_y_neighbour_count,service_neighbour_count,townhall_neighbour_count,train_station_neighbour_count,warehouse_neighbour_count,yes_neighbour_count
891f52b15cfffff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1155.6016,0.0,0.0,0.0,1926.3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.115456,0.0,1962.1224,1862.7192,0.0,0.0,0.0,0.0,0.0,0.0,2874.6323,0.0,2395.341,0.0,0.0,63153.566,1.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,811.7421264648438,3340.04833984375,1155.6015625,0.0,0.0,202.15106201171875,2699.11572265625,2157.8408203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.6213989257812,0.0,0.0,0.0,0.0,0.0,520.0348587036133,454.9488525390625,3924.244873046875,3725.4384765625,0.0,12355.6904296875,0.0,0.0,917.886962890625,0.0,5245.141845703125,260.8495178222656,2395.341064453125,0.0,0.0,314898.6728515625
891f52b15d7ffff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.38416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31749.484,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,21834.90057373047,0.0,0.0,0.0,0.0,202.15106201171875,0.0,2157.8408203125,0.0,0.0,0.0,190.84164428710938,8797.026123046875,0.0,0.0,0.0,0.0,4611.919006347656,3726.890625,0.0,0.0,0.0,0.0,956.607666015625,140.11375427246094,0.0,0.0,0.0,12355.6904296875,0.0,351.3841552734375,0.0,0.0,0.0,311.2642364501953,0.0,0.0,0.0,243155.7177734375
891f52b3363ffff,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5437.9683,0.0,0.0,0.0,312.48297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.46158,0.0,0.0,2298.9995,0.0,0.0,0.0,0.0,0.0,2828.1611,0.0,0.0,0.0,0.0,0.0,0.0,180.57756,0.0,70.8665,0.0,0.0,0.0,51460.688,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,44222.334228515625,0.0,0.0,0.0,312.48297119140625,0.0,0.0,3780.562744140625,0.0,0.0,0.0,190.84164428710938,470.702880859375,0.0,0.0,0.0,267.4615783691406,990.9384765625,0.0,5611.41357421875,0.0,0.0,0.0,0.0,140.11375427246094,2828.1611328125,0.0,0.0,0.0,0.0,0.0,5950.57958984375,180.5775604248047,1773.664794921875,645.7483062744141,0.0,0.0,0.0,285873.0810546875
891f52b336bffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.82756,0.0,0.0,0.0,45947.383,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,20601.028076171875,0.0,0.0,0.0,312.48297119140625,0.0,0.0,3780.562744140625,0.0,0.0,0.0,1301.5667419433594,470.702880859375,0.0,0.0,0.0,267.4615783691406,0.0,0.0,2298.99951171875,0.0,0.0,0.0,670.755126953125,140.11375427246094,2828.1611328125,0.0,0.0,0.0,0.0,0.0,0.0,180.5775604248047,0.0,278.80199432373047,0.0,0.0,0.0,237681.025390625
891f52b336fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3913.3245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.84164,470.70288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.11375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50570.234,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,44462.939208984375,0.0,0.0,0.0,312.48297119140625,0.0,0.0,0.0,0.0,0.0,0.0,190.84164428710938,8797.026123046875,0.0,0.0,0.0,267.4615783691406,4640.236083984375,3726.890625,5611.41357421875,0.0,0.0,0.0,670.755126953125,140.11375427246094,2828.1611328125,0.0,0.0,0.0,0.0,351.3841552734375,2649.019287109375,180.5775604248047,1773.664794921875,457.6765594482422,0.0,0.0,0.0,258528.1884765625
891f52b3373ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5619.4937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3301.5603,0.0,0.0,71.93504,0.0,0.0,0.0,38351.812,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,22307.197265625,0.0,0.0,0.0,312.48297119140625,0.0,0.0,3780.562744140625,0.0,0.0,0.0,0.0,598.5203857421875,0.0,0.0,0.0,267.4615783691406,0.0,0.0,2636.6370544433594,0.0,0.0,0.0,442.17884826660156,0.0,2828.1611328125,0.0,0.0,0.0,0.0,0.0,3301.560302734375,180.5775604248047,0.0,419.3272247314453,0.0,0.0,0.0,230679.14453125
891f52b3377ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.79709,0.0,0.0,0.0,48661.227,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,29872.608337402344,0.0,0.0,0.0,312.48297119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.5203857421875,0.0,0.0,0.0,267.4615783691406,990.9384765625,0.0,15045.96435546875,0.0,0.0,0.0,466.7703399658203,0.0,2828.1611328125,0.0,0.0,0.0,0.0,0.0,5950.57958984375,180.5775604248047,1773.664794921875,512.1921539306641,0.0,0.0,0.0,221747.2080078125
891f52b0643ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25887.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5366973876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54440307617188,0.0,0.0,0.0,92599.65173339844
891f52b064bffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5444,0.0,0.0,0.0,29912.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5973.77978515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0810546875,0.0,0.0,0.0,0.0,0.0,2111.17431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5366973876953,0.0,0.0,0.0,0.0,0.0,7057.29150390625,0.0,0.0,0.0,0.0,84.54440307617188,0.0,0.0,0.0,115991.48803710938
891f52b064fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.8422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.54440307617188,0.0,0.0,0.0,57905.427978515625
891f52b0653ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13564.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5366973876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61222.4814453125
891f52b065bffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21770.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13802.93212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0810546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.6983795166016,0.0,0.0,0.0,0.0,0.0,8333.922485351562,0.0,0.0,0.0,0.0,84.54440307617188,0.0,0.0,0.0,98270.41259765625
891f52b1013ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.83658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13673.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.5769958496094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.1858825683594,0.0,0.0,0.0,690.2254638671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46809.0576171875
891f52b101bffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.62384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.59286,0.0,0.0,0.0,255.35413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12697.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.5769958496094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.1858825683594,0.0,0.0,0.0,436.9628448486328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40651.161865234375
891f52b1083ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0787,0.0,0.0,0.0,63615.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5851135253906,0.0,0.0,0.0,458.3743591308594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.1573486328125,0.0,0.0,3363.098388671875,207012.42578125
891f52b1087ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27054.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5851135253906,0.0,0.0,0.0,205.1117401123047,0.0,0.0,0.0,0.0,0.0,624.4934692382812,0.0,0.0,0.0,0.0,1920.1573486328125,0.0,0.0,3363.098388671875,210595.91552734375
891f52b108bffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.26262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5746.8735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.9531555175781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.593017578125,0.0,0.0,0.0,434.871337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0786743164062,0.0,0.0,0.0,114654.2490234375
891f52b108fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4506.0425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.8365783691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5851135253906,0.0,0.0,0.0,253.2626190185547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0786743164062,0.0,0.0,0.0,123889.8369140625
891f52b1093ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57290.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.6856231689453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.1573486328125,0.0,0.0,4189.623352050781,314611.1171875
891f52b1097ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.11174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0787,0.0,0.0,3363.0984,31871.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5851135253906,0.0,0.0,0.0,627.8509063720703,0.0,0.0,0.0,0.0,0.0,624.4934692382812,0.0,0.0,0.0,0.0,1920.1573486328125,0.0,1174.4210205078125,4189.623352050781,261451.40625
891f52b109bffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16927.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.8365020751953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0786743164062,0.0,0.0,0.0,172179.32275390625
891f52b10a3ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10817.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70498.1669921875
891f52b10b7ffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6144.6094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.84393310546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.4354858398438,0.0,0.0,0.0,687.0587463378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.78759765625,92911.25048828125
891f52b10bbffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9293.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5851135253906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95913.98291015625
